ID,Segmentation
458989,2
458994,2
458996,2
459000,2
459001,2
459003,2
459005,2
459008,2
459013,2
459014,2
459015,2
459016,2
459024,2
459026,2
459032,2
459033,2
459036,2
459039,2
459041,2
459045,2
459056,2
459057,2
459058,2
459059,2
459061,2
459064,2
459065,2
459074,2
459077,2
459079,2
459080,2
459083,2
459090,2
459091,2
459093,2
459100,2
459106,2
459114,2
459116,2
459117,2
459118,2
459119,2
459120,2
459121,2
459123,2
459130,2
459132,2
459136,2
459140,2
459143,2
459144,2
459145,2
459150,2
459160,2
459161,2
459162,2
459163,2
459167,2
459170,2
459171,2
459172,2
459175,2
459181,2
459182,2
459184,2
459185,2
459193,2
459194,2
459196,2
459208,2
459209,2
459210,2
459212,2
459213,2
459216,2
459220,2
459221,2
459222,2
459223,2
459224,2
459227,2
459229,2
459236,2
459237,2
459244,2
459247,2
459258,2
459263,2
459264,2
459266,2
459270,2
459284,2
459287,2
459288,2
459289,2
459290,2
459292,2
459293,2
459296,2
459300,2
459307,2
459310,2
459316,2
459318,2
459320,2
459322,2
459323,2
459338,2
459339,2
459344,2
459347,2
459349,2
459352,2
459353,2
459354,2
459355,2
459360,2
459361,2
459362,2
459363,2
459364,2
459369,2
459375,2
459377,2
459383,2
459384,2
459385,2
459386,2
459391,2
459394,2
459397,2
459398,2
459401,2
459403,2
459405,2
459407,2
459409,2
459410,2
459412,2
459413,2
459415,2
459418,2
459419,2
459420,2
459421,2
459422,2
459423,2
459424,2
459428,2
459432,2
459436,2
459439,2
459445,2
459447,2
459449,2
459451,2
459456,2
459458,2
459459,2
459461,2
459464,2
459466,2
459467,2
459469,2
459471,2
459480,2
459481,2
459482,2
459485,2
459496,2
459497,2
459499,2
459503,2
459505,2
459507,2
459509,2
459512,2
459515,2
459516,2
459518,2
459535,2
459536,2
459538,2
459541,2
459549,2
459555,2
459558,2
459564,2
459566,2
459567,2
459571,2
459576,2
459579,2
459581,2
459582,2
459583,2
459585,2
459587,2
459588,2
459591,2
459592,2
459594,2
459597,2
459603,2
459607,2
459608,2
459612,2
459616,2
459617,2
459618,2
459621,2
459625,2
459626,2
459632,2
459644,2
459652,2
459658,2
459664,2
459665,2
459672,2
459673,2
459678,2
459680,2
459686,2
459691,2
459692,2
459693,2
459699,2
459701,2
459710,2
459711,2
459712,2
459713,2
459715,2
459718,2
459725,2
459727,2
459740,2
459742,2
459745,2
459746,2
459747,2
459748,2
459755,2
459756,2
459760,2
459763,2
459767,2
459771,2
459779,2
459780,2
459785,2
459793,2
459795,2
459801,2
459804,2
459806,2
459808,2
459815,2
459816,2
459819,2
459821,2
459822,2
459825,2
459827,2
459832,2
459845,2
459851,2
459853,2
459856,2
459857,2
459861,2
459864,2
459866,2
459867,2
459869,2
459871,2
459885,2
459886,2
459887,2
459889,2
459897,2
459909,2
459910,2
459911,2
459914,2
459923,2
459925,2
459937,2
459943,2
459945,2
459946,2
459949,2
459953,2
459961,2
459962,2
459966,2
459968,2
459970,2
459973,2
459974,2
459975,2
459981,2
459986,2
459995,2
459996,2
459998,2
460004,2
460006,2
460014,2
460023,2
460027,2
460033,2
460036,2
460040,2
460045,2
460046,2
460050,2
460051,2
460052,2
460058,2
460059,2
460061,2
460066,2
460068,2
460073,2
460075,2
460079,2
460081,2
460088,2
460090,2
460093,2
460095,2
460097,2
460099,2
460101,2
460103,2
460105,2
460106,2
460107,2
460108,2
460109,2
460110,2
460112,2
460116,2
460118,2
460119,2
460122,2
460124,2
460126,2
460134,2
460135,2
460140,2
460141,2
460144,2
460146,2
460147,2
460157,2
460160,2
460162,2
460166,2
460167,2
460168,2
460171,2
460174,2
460175,2
460177,2
460179,2
460183,2
460185,2
460187,2
460189,2
460190,2
460192,2
460196,2
460206,2
460211,2
460212,2
460214,2
460222,2
460223,2
460227,2
460242,2
460243,2
460247,2
460248,2
460252,2
460263,2
460265,2
460270,2
460272,2
460275,2
460276,2
460281,2
460283,2
460284,2
460287,2
460289,2
460298,2
460303,2
460305,2
460306,2
460310,2
460315,2
460319,2
460322,2
460323,2
460324,2
460327,2
460333,2
460336,2
460340,2
460341,2
460344,2
460346,2
460348,2
460349,2
460354,2
460356,2
460358,2
460361,2
460362,2
460365,2
